Score,Year,Grade,Grade_Year,Subject,Group
359,2016,7,7th - 2016,Math,All Students
359,2016,7,7th - 2016,Math,All Students
359,2016,7,7th - 2016,Math,All Students
359,2016,7,7th - 2016,Math,All Students
359,2016,7,7th - 2016,Math,All Students
359,2016,7,7th - 2016,Math,All Students
359,2016,7,7th - 2016,Math,All Students
362,2016,7,7th - 2016,Math,All Students
362,2016,7,7th - 2016,Math,All Students
362,2016,7,7th - 2016,Math,All Students
362,2016,7,7th - 2016,Math,All Students
362,2016,7,7th - 2016,Math,All Students
362,2016,7,7th - 2016,Math,All Students
362,2016,7,7th - 2016,Math,All Students
362,2016,7,7th - 2016,Math,All Students
362,2016,7,7th - 2016,Math,All Students
362,2016,7,7th - 2016,Math,All Students
362,2016,7,7th - 2016,Math,All Students
362,2016,7,7th - 2016,Math,All Students
362,2016,7,7th - 2016,Math,All Students
362,2016,7,7th - 2016,Math,All Students
362,2016,7,7th - 2016,Math,All Students
365,2016,7,7th - 2016,Math,All Students
365,2016,7,7th - 2016,Math,All Students
365,2016,7,7th - 2016,Math,All Students
365,2016,7,7th - 2016,Math,All Students
365,2016,7,7th - 2016,Math,All Students
365,2016,7,7th - 2016,Math,All Students
365,2016,7,7th - 2016,Math,All Students
365,2016,7,7th - 2016,Math,All Students
365,2016,7,7th - 2016,Math,All Students
365,2016,7,7th - 2016,Math,All Students
365,2016,7,7th - 2016,Math,All Students
365,2016,7,7th - 2016,Math,All Students
365,2016,7,7th - 2016,Math,All Students
365,2016,7,7th - 2016,Math,All Students
365,2016,7,7th - 2016,Math,All Students
365,2016,7,7th - 2016,Math,All Students
365,2016,7,7th - 2016,Math,All Students
365,2016,7,7th - 2016,Math,All Students
365,2016,7,7th - 2016,Math,All Students
365,2016,7,7th - 2016,Math,All Students
365,2016,7,7th - 2016,Math,All Students
365,2016,7,7th - 2016,Math,All Students
365,2016,7,7th - 2016,Math,All Students
365,2016,7,7th - 2016,Math,All Students
369,2016,7,7th - 2016,Math,All Students
369,2016,7,7th - 2016,Math,All Students
369,2016,7,7th - 2016,Math,All Students
369,2016,7,7th - 2016,Math,All Students
369,2016,7,7th - 2016,Math,All Students
369,2016,7,7th - 2016,Math,All Students
369,2016,7,7th - 2016,Math,All Students
369,2016,7,7th - 2016,Math,All Students
369,2016,7,7th - 2016,Math,All Students
369,2016,7,7th - 2016,Math,All Students
369,2016,7,7th - 2016,Math,All Students
369,2016,7,7th - 2016,Math,All Students
369,2016,7,7th - 2016,Math,All Students
369,2016,7,7th - 2016,Math,All Students
369,2016,7,7th - 2016,Math,All Students
369,2016,7,7th - 2016,Math,All Students
369,2016,7,7th - 2016,Math,All Students
369,2016,7,7th - 2016,Math,All Students
369,2016,7,7th - 2016,Math,All Students
369,2016,7,7th - 2016,Math,All Students
369,2016,7,7th - 2016,Math,All Students
369,2016,7,7th - 2016,Math,All Students
369,2016,7,7th - 2016,Math,All Students
369,2016,7,7th - 2016,Math,All Students
373,2016,7,7th - 2016,Math,All Students
373,2016,7,7th - 2016,Math,All Students
373,2016,7,7th - 2016,Math,All Students
373,2016,7,7th - 2016,Math,All Students
373,2016,7,7th - 2016,Math,All Students
373,2016,7,7th - 2016,Math,All Students
373,2016,7,7th - 2016,Math,All Students
373,2016,7,7th - 2016,Math,All Students
373,2016,7,7th - 2016,Math,All Students
373,2016,7,7th - 2016,Math,All Students
373,2016,7,7th - 2016,Math,All Students
373,2016,7,7th - 2016,Math,All Students
373,2016,7,7th - 2016,Math,All Students
373,2016,7,7th - 2016,Math,All Students
379,2016,7,7th - 2016,Math,All Students
379,2016,7,7th - 2016,Math,All Students
379,2016,7,7th - 2016,Math,All Students
379,2016,7,7th - 2016,Math,All Students
379,2016,7,7th - 2016,Math,All Students
379,2016,7,7th - 2016,Math,All Students
379,2016,7,7th - 2016,Math,All Students
379,2016,7,7th - 2016,Math,All Students
379,2016,7,7th - 2016,Math,All Students
386,2016,7,7th - 2016,Math,All Students
386,2016,7,7th - 2016,Math,All Students
386,2016,7,7th - 2016,Math,All Students
386,2016,7,7th - 2016,Math,All Students
386,2016,7,7th - 2016,Math,All Students
386,2016,7,7th - 2016,Math,All Students
394,2016,7,7th - 2016,Math,All Students
394,2016,7,7th - 2016,Math,All Students
394,2016,7,7th - 2016,Math,All Students
394,2016,7,7th - 2016,Math,All Students
402,2016,7,7th - 2016,Math,All Students
409,2016,7,7th - 2016,Math,All Students
409,2016,7,7th - 2016,Math,All Students
338,2017,8,8th - 2017,Math,All Students
326,2017,8,8th - 2017,Math,All Students
354,2017,8,8th - 2017,Math,All Students
354,2017,8,8th - 2017,Math,All Students
354,2017,8,8th - 2017,Math,All Students
326,2017,8,8th - 2017,Math,All Students
323,2017,8,8th - 2017,Math,All Students
354,2017,8,8th - 2017,Math,All Students
354,2017,8,8th - 2017,Math,All Students
386,2017,8,8th - 2017,Math,All Students
347,2017,8,8th - 2017,Math,All Students
338,2017,8,8th - 2017,Math,All Students
338,2017,8,8th - 2017,Math,All Students
334,2017,8,8th - 2017,Math,All Students
326,2017,8,8th - 2017,Math,All Students
338,2017,8,8th - 2017,Math,All Students
354,2017,8,8th - 2017,Math,All Students
361,2017,8,8th - 2017,Math,All Students
338,2017,8,8th - 2017,Math,All Students
386,2017,8,8th - 2017,Math,All Students
334,2017,8,8th - 2017,Math,All Students
347,2017,8,8th - 2017,Math,All Students
386,2017,8,8th - 2017,Math,All Students
394,2017,8,8th - 2017,Math,All Students
330,2017,8,8th - 2017,Math,All Students
354,2017,8,8th - 2017,Math,All Students
354,2017,8,8th - 2017,Math,All Students
347,2017,8,8th - 2017,Math,All Students
343,2017,8,8th - 2017,Math,All Students
354,2017,8,8th - 2017,Math,All Students
347,2017,8,8th - 2017,Math,All Students
343,2017,8,8th - 2017,Math,All Students
361,2017,8,8th - 2017,Math,All Students
394,2017,8,8th - 2017,Math,All Students
371,2017,8,8th - 2017,Math,All Students
354,2017,8,8th - 2017,Math,All Students
330,2017,8,8th - 2017,Math,All Students
347,2017,8,8th - 2017,Math,All Students
338,2017,8,8th - 2017,Math,All Students
343,2017,8,8th - 2017,Math,All Students
334,2017,8,8th - 2017,Math,All Students
306,2017,8,8th - 2017,Math,All Students
394,2017,8,8th - 2017,Math,All Students
338,2017,8,8th - 2017,Math,All Students
334,2017,8,8th - 2017,Math,All Students
371,2017,8,8th - 2017,Math,All Students
361,2017,8,8th - 2017,Math,All Students
361,2017,8,8th - 2017,Math,All Students
347,2017,8,8th - 2017,Math,All Students
354,2017,8,8th - 2017,Math,All Students
347,2017,8,8th - 2017,Math,All Students
343,2017,8,8th - 2017,Math,All Students
338,2017,8,8th - 2017,Math,All Students
343,2017,8,8th - 2017,Math,All Students
330,2017,8,8th - 2017,Math,All Students
326,2017,8,8th - 2017,Math,All Students
371,2017,8,8th - 2017,Math,All Students
338,2017,8,8th - 2017,Math,All Students
338,2017,8,8th - 2017,Math,All Students
334,2017,8,8th - 2017,Math,All Students
338,2017,8,8th - 2017,Math,All Students
371,2017,8,8th - 2017,Math,All Students
326,2017,8,8th - 2017,Math,All Students
354,2017,8,8th - 2017,Math,All Students
334,2017,8,8th - 2017,Math,All Students
343,2017,8,8th - 2017,Math,All Students
371,2017,8,8th - 2017,Math,All Students
354,2017,8,8th - 2017,Math,All Students
343,2017,8,8th - 2017,Math,All Students
338,2017,8,8th - 2017,Math,All Students
347,2017,8,8th - 2017,Math,All Students
326,2017,8,8th - 2017,Math,All Students
354,2017,8,8th - 2017,Math,All Students
334,2017,8,8th - 2017,Math,All Students
338,2017,8,8th - 2017,Math,All Students
354,2017,8,8th - 2017,Math,All Students
347,2017,8,8th - 2017,Math,All Students
320,2017,8,8th - 2017,Math,All Students
338,2017,8,8th - 2017,Math,All Students
338,2017,8,8th - 2017,Math,All Students
347,2017,8,8th - 2017,Math,All Students
347,2017,8,8th - 2017,Math,All Students
361,2017,8,8th - 2017,Math,All Students
326,2017,8,8th - 2017,Math,All Students
347,2017,8,8th - 2017,Math,All Students
361,2017,8,8th - 2017,Math,All Students
361,2017,8,8th - 2017,Math,All Students
343,2017,8,8th - 2017,Math,All Students
317,2017,8,8th - 2017,Math,All Students
347,2017,8,8th - 2017,Math,All Students
347,2017,8,8th - 2017,Math,All Students
347,2017,8,8th - 2017,Math,All Students
347,2017,8,8th - 2017,Math,All Students
354,2017,8,8th - 2017,Math,All Students
338,2017,8,8th - 2017,Math,All Students
343,2017,8,8th - 2017,Math,All Students
347,2017,8,8th - 2017,Math,All Students
354,2017,8,8th - 2017,Math,All Students
330,2017,8,8th - 2017,Math,All Students
354,2017,8,8th - 2017,Math,All Students
347,2017,8,8th - 2017,Math,All Students
343,2017,8,8th - 2017,Math,All Students
347,2017,8,8th - 2017,Math,All Students
371,2017,8,8th - 2017,Math,All Students
371,2017,8,8th - 2017,Math,All Students
316,2017,8,8th - 2017,Math,All Students
371,2017,8,8th - 2017,Math,All Students
320,2017,8,8th - 2017,Math,All Students
330,2017,8,8th - 2017,Math,All Students
343,2017,8,8th - 2017,Math,All Students
323,2017,8,8th - 2017,Math,All Students
334,2017,8,8th - 2017,Math,All Students
326,2017,8,8th - 2017,Math,All Students
343,2017,8,8th - 2017,Math,All Students
361,2017,8,8th - 2017,Math,All Students
343,2017,8,8th - 2017,Math,All Students
326,2017,8,8th - 2017,Math,All Students
334,2017,8,8th - 2017,Math,All Students
347,2017,8,8th - 2017,Math,All Students
343,2017,8,8th - 2017,Math,All Students
334,2017,8,8th - 2017,Math,All Students
323,2017,8,8th - 2017,Math,All Students
361,2017,8,8th - 2017,Math,All Students
343,2017,8,8th - 2017,Math,All Students
326,2017,8,8th - 2017,Math,All Students
354,2017,8,8th - 2017,Math,All Students
343,2017,8,8th - 2017,Math,All Students
371,2017,8,8th - 2017,Math,All Students
347,2017,8,8th - 2017,Math,All Students
347,2017,8,8th - 2017,Math,All Students
347,2017,8,8th - 2017,Math,All Students
320,2017,8,8th - 2017,Math,All Students
343,2017,8,8th - 2017,Math,All Students
316,2017,8,8th - 2017,Math,All Students
343,2017,8,8th - 2017,Math,All Students
330,2017,8,8th - 2017,Math,All Students
354,2017,8,8th - 2017,Math,All Students
343,2017,8,8th - 2017,Math,All Students
309,2017,8,8th - 2017,Math,All Students
323,2017,8,8th - 2017,Math,All Students
317,2017,8,8th - 2017,Math,All Students
334,2017,8,8th - 2017,Math,All Students
320,2017,8,8th - 2017,Math,All Students
343,2017,8,8th - 2017,Math,All Students
323,2017,8,8th - 2017,Math,All Students
323,2017,8,8th - 2017,Math,All Students
323,2017,8,8th - 2017,Math,All Students
320,2017,8,8th - 2017,Math,All Students
334,2017,8,8th - 2017,Math,All Students
309,2017,8,8th - 2017,Math,All Students
326,2017,8,8th - 2017,Math,All Students
320,2017,8,8th - 2017,Math,All Students
354,2017,8,8th - 2017,Math,All Students
323,2017,8,8th - 2017,Math,All Students
334,2017,8,8th - 2017,Math,All Students
347,2017,8,8th - 2017,Math,All Students
361,2017,8,8th - 2017,Math,All Students
317,2017,8,8th - 2017,Math,All Students
334,2017,8,8th - 2017,Math,All Students
334,2017,8,8th - 2017,Math,All Students
354,2017,8,8th - 2017,Math,All Students
326,2017,8,8th - 2017,Math,All Students
330,2017,8,8th - 2017,Math,All Students
354,2017,8,8th - 2017,Math,All Students
343,2017,8,8th - 2017,Math,All Students
317,2017,8,8th - 2017,Math,All Students
330,2017,8,8th - 2017,Math,All Students
371,2017,8,8th - 2017,Math,All Students
323,2017,8,8th - 2017,Math,All Students
323,2017,8,8th - 2017,Math,All Students
316,2017,8,8th - 2017,Math,All Students
330,2017,8,8th - 2017,Math,All Students
334,2017,8,8th - 2017,Math,All Students
323,2017,8,8th - 2017,Math,All Students
343,2017,8,8th - 2017,Math,All Students
326,2017,8,8th - 2017,Math,All Students
347,2017,8,8th - 2017,Math,All Students
343,2017,8,8th - 2017,Math,All Students
347,2017,8,8th - 2017,Math,All Students
334,2017,8,8th - 2017,Math,All Students
371,2017,8,8th - 2017,Math,All Students
386,2017,8,8th - 2017,Math,All Students
361,2017,8,8th - 2017,Math,All Students
354,2017,8,8th - 2017,Math,All Students
334,2017,8,8th - 2017,Math,All Students
330,2017,8,8th - 2017,Math,All Students
371,2017,8,8th - 2017,Math,All Students
361,2017,8,8th - 2017,Math,All Students
326,2017,8,8th - 2017,Math,All Students
338,2017,8,8th - 2017,Math,All Students
316,2017,8,8th - 2017,Math,All Students
330,2017,8,8th - 2017,Math,All Students
320,2017,8,8th - 2017,Math,All Students
343,2017,8,8th - 2017,Math,All Students
301,2017,8,8th - 2017,Math,All Students
338,2017,8,8th - 2017,Math,All Students
311,2017,8,8th - 2017,Math,All Students
338,2017,8,8th - 2017,Math,All Students
326,2017,8,8th - 2017,Math,All Students
343,2017,8,8th - 2017,Math,All Students
317,2017,8,8th - 2017,Math,All Students
338,2017,8,8th - 2017,Math,All Students
330,2017,8,8th - 2017,Math,All Students
343,2017,8,8th - 2017,Math,All Students
386,2017,8,8th - 2017,Math,All Students
343,2017,8,8th - 2017,Math,All Students
354,2017,8,8th - 2017,Math,All Students
347,2017,8,8th - 2017,Math,All Students
334,2017,8,8th - 2017,Math,All Students
330,2017,8,8th - 2017,Math,All Students
320,2017,8,8th - 2017,Math,All Students
347,2017,8,8th - 2017,Math,All Students
386,2017,8,8th - 2017,Math,All Students
338,2017,8,8th - 2017,Math,All Students
326,2017,8,8th - 2017,Math,All Students
320,2017,8,8th - 2017,Math,All Students
361,2017,8,8th - 2017,Math,All Students
334,2017,8,8th - 2017,Math,All Students
330,2017,8,8th - 2017,Math,All Students
309,2017,8,8th - 2017,Math,All Students
330,2017,8,8th - 2017,Math,All Students
320,2017,8,8th - 2017,Math,All Students
371,2017,8,8th - 2017,Math,All Students
334,2017,8,8th - 2017,Math,All Students
316,2017,8,8th - 2017,Math,All Students
334,2017,8,8th - 2017,Math,All Students
316,2017,8,8th - 2017,Math,All Students
347,2017,8,8th - 2017,Math,All Students
343,2017,8,8th - 2017,Math,All Students
338,2017,8,8th - 2017,Math,All Students
402,2017,8,8th - 2017,Math,All Students
334,2017,8,8th - 2017,Math,All Students
338,2017,8,8th - 2017,Math,All Students
354,2017,8,8th - 2017,Math,All Students
347,2017,8,8th - 2017,Math,All Students
343,2017,8,8th - 2017,Math,All Students
330,2017,8,8th - 2017,Math,All Students
326,2017,8,8th - 2017,Math,All Students
334,2017,8,8th - 2017,Math,All Students
326,2017,8,8th - 2017,Math,All Students
334,2017,8,8th - 2017,Math,All Students
304,2017,8,8th - 2017,Math,All Students
334,2017,8,8th - 2017,Math,All Students
386,2017,8,8th - 2017,Math,All Students
330,2017,8,8th - 2017,Math,All Students
334,2017,8,8th - 2017,Math,All Students
298,2017,8,8th - 2017,Math,All Students
309,2017,8,8th - 2017,Math,All Students
317,2017,8,8th - 2017,Math,All Students
354,2017,8,8th - 2017,Math,All Students
326,2017,8,8th - 2017,Math,All Students
320,2017,8,8th - 2017,Math,All Students
330,2017,8,8th - 2017,Math,All Students
354,2017,8,8th - 2017,Math,All Students
338,2017,8,8th - 2017,Math,All Students
334,2017,8,8th - 2017,Math,All Students
320,2017,8,8th - 2017,Math,All Students
323,2017,8,8th - 2017,Math,All Students
316,2017,8,8th - 2017,Math,All Students
316,2017,8,8th - 2017,Math,All Students
326,2017,8,8th - 2017,Math,All Students
330,2017,8,8th - 2017,Math,All Students
343,2017,8,8th - 2017,Math,All Students
323,2017,8,8th - 2017,Math,All Students
338,2017,8,8th - 2017,Math,All Students
309,2017,8,8th - 2017,Math,All Students
361,2017,8,8th - 2017,Math,All Students
326,2017,8,8th - 2017,Math,All Students
361,2017,8,8th - 2017,Math,All Students
311,2017,8,8th - 2017,Math,All Students
311,2017,8,8th - 2017,Math,All Students
347,2017,8,8th - 2017,Math,All Students
309,2017,8,8th - 2017,Math,All Students
334,2017,8,8th - 2017,Math,All Students
347,2017,8,8th - 2017,Math,All Students
326,2017,8,8th - 2017,Math,All Students
347,2017,8,8th - 2017,Math,All Students
320,2017,8,8th - 2017,Math,All Students
316,2017,8,8th - 2017,Math,All Students
317,2017,8,8th - 2017,Math,All Students
334,2017,8,8th - 2017,Math,All Students
291,2017,8,8th - 2017,Math,All Students
347,2017,8,8th - 2017,Math,All Students
317,2017,8,8th - 2017,Math,All Students
326,2017,8,8th - 2017,Math,All Students
338,2017,8,8th - 2017,Math,All Students
334,2017,8,8th - 2017,Math,All Students
317,2017,8,8th - 2017,Math,All Students
317,2017,8,8th - 2017,Math,All Students
361,2017,8,8th - 2017,Math,All Students
316,2017,8,8th - 2017,Math,All Students
338,2017,8,8th - 2017,Math,All Students
301,2017,8,8th - 2017,Math,All Students
317,2017,8,8th - 2017,Math,All Students
354,2017,8,8th - 2017,Math,All Students
330,2017,8,8th - 2017,Math,All Students
316,2017,8,8th - 2017,Math,All Students
334,2017,8,8th - 2017,Math,All Students
323,2017,8,8th - 2017,Math,All Students
371,2017,8,8th - 2017,Math,All Students
320,2017,8,8th - 2017,Math,All Students
338,2017,8,8th - 2017,Math,All Students
354,2017,8,8th - 2017,Math,All Students
301,2017,8,8th - 2017,Math,All Students
304,2017,8,8th - 2017,Math,All Students
317,2017,8,8th - 2017,Math,All Students
311,2017,8,8th - 2017,Math,All Students
304,2017,8,8th - 2017,Math,All Students
296,2017,8,8th - 2017,Math,All Students
330,2017,8,8th - 2017,Math,All Students
301,2017,8,8th - 2017,Math,All Students
284,2017,8,8th - 2017,Math,All Students
309,2017,8,8th - 2017,Math,All Students
330,2017,8,8th - 2017,Math,All Students
338,2017,8,8th - 2017,Math,All Students
330,2017,8,8th - 2017,Math,All Students
326,2017,8,8th - 2017,Math,All Students
343,2017,8,8th - 2017,Math,All Students
317,2017,8,8th - 2017,Math,All Students
304,2017,8,8th - 2017,Math,All Students
306,2017,8,8th - 2017,Math,All Students
281,2017,8,8th - 2017,Math,All Students
