Score,Year,Grade,Grade_Year,Subject,Group
368,2015,6,6th - 2015,ELA,All Students
340,2015,6,6th - 2015,ELA,All Students
340,2015,6,6th - 2015,ELA,All Students
357,2015,6,6th - 2015,ELA,All Students
340,2015,6,6th - 2015,ELA,All Students
357,2015,6,6th - 2015,ELA,All Students
362,2015,6,6th - 2015,ELA,All Students
338,2015,6,6th - 2015,ELA,All Students
340,2015,6,6th - 2015,ELA,All Students
368,2015,6,6th - 2015,ELA,All Students
340,2015,6,6th - 2015,ELA,All Students
362,2015,6,6th - 2015,ELA,All Students
338,2015,6,6th - 2015,ELA,All Students
348,2015,6,6th - 2015,ELA,All Students
352,2015,6,6th - 2015,ELA,All Students
352,2015,6,6th - 2015,ELA,All Students
338,2015,6,6th - 2015,ELA,All Students
357,2015,6,6th - 2015,ELA,All Students
340,2015,6,6th - 2015,ELA,All Students
340,2015,6,6th - 2015,ELA,All Students
344,2015,6,6th - 2015,ELA,All Students
340,2015,6,6th - 2015,ELA,All Students
357,2015,6,6th - 2015,ELA,All Students
340,2015,6,6th - 2015,ELA,All Students
352,2015,6,6th - 2015,ELA,All Students
338,2015,6,6th - 2015,ELA,All Students
344,2015,6,6th - 2015,ELA,All Students
288,2015,6,6th - 2015,ELA,All Students
317,2015,6,6th - 2015,ELA,All Students
314,2015,6,6th - 2015,ELA,All Students
304,2015,6,6th - 2015,ELA,All Students
314,2015,6,6th - 2015,ELA,All Students
297,2015,6,6th - 2015,ELA,All Students
312,2015,6,6th - 2015,ELA,All Students
317,2015,6,6th - 2015,ELA,All Students
312,2015,6,6th - 2015,ELA,All Students
304,2015,6,6th - 2015,ELA,All Students
314,2015,6,6th - 2015,ELA,All Students
312,2015,6,6th - 2015,ELA,All Students
304,2015,6,6th - 2015,ELA,All Students
302,2015,6,6th - 2015,ELA,All Students
300,2015,6,6th - 2015,ELA,All Students
317,2015,6,6th - 2015,ELA,All Students
290,2015,6,6th - 2015,ELA,All Students
309,2015,6,6th - 2015,ELA,All Students
304,2015,6,6th - 2015,ELA,All Students
317,2015,6,6th - 2015,ELA,All Students
317,2015,6,6th - 2015,ELA,All Students
312,2015,6,6th - 2015,ELA,All Students
290,2015,6,6th - 2015,ELA,All Students
293,2015,6,6th - 2015,ELA,All Students
300,2015,6,6th - 2015,ELA,All Students
295,2015,6,6th - 2015,ELA,All Students
314,2015,6,6th - 2015,ELA,All Students
304,2015,6,6th - 2015,ELA,All Students
302,2015,6,6th - 2015,ELA,All Students
304,2015,6,6th - 2015,ELA,All Students
317,2015,6,6th - 2015,ELA,All Students
314,2015,6,6th - 2015,ELA,All Students
307,2015,6,6th - 2015,ELA,All Students
309,2015,6,6th - 2015,ELA,All Students
314,2015,6,6th - 2015,ELA,All Students
314,2015,6,6th - 2015,ELA,All Students
300,2015,6,6th - 2015,ELA,All Students
325,2015,6,6th - 2015,ELA,All Students
331,2015,6,6th - 2015,ELA,All Students
334,2015,6,6th - 2015,ELA,All Students
320,2015,6,6th - 2015,ELA,All Students
331,2015,6,6th - 2015,ELA,All Students
322,2015,6,6th - 2015,ELA,All Students
322,2015,6,6th - 2015,ELA,All Students
328,2015,6,6th - 2015,ELA,All Students
328,2015,6,6th - 2015,ELA,All Students
331,2015,6,6th - 2015,ELA,All Students
322,2015,6,6th - 2015,ELA,All Students
322,2015,6,6th - 2015,ELA,All Students
325,2015,6,6th - 2015,ELA,All Students
328,2015,6,6th - 2015,ELA,All Students
334,2015,6,6th - 2015,ELA,All Students
334,2015,6,6th - 2015,ELA,All Students
331,2015,6,6th - 2015,ELA,All Students
331,2015,6,6th - 2015,ELA,All Students
320,2015,6,6th - 2015,ELA,All Students
331,2015,6,6th - 2015,ELA,All Students
325,2015,6,6th - 2015,ELA,All Students
334,2015,6,6th - 2015,ELA,All Students
334,2015,6,6th - 2015,ELA,All Students
338,2015,6,6th - 2015,ELA,All Students
340,2015,6,6th - 2015,ELA,All Students
340,2015,6,6th - 2015,ELA,All Students
344,2015,6,6th - 2015,ELA,All Students
368,2015,6,6th - 2015,ELA,All Students
340,2015,6,6th - 2015,ELA,All Students
352,2015,6,6th - 2015,ELA,All Students
362,2015,6,6th - 2015,ELA,All Students
344,2015,6,6th - 2015,ELA,All Students
368,2015,6,6th - 2015,ELA,All Students
344,2015,6,6th - 2015,ELA,All Students
344,2015,6,6th - 2015,ELA,All Students
352,2015,6,6th - 2015,ELA,All Students
338,2015,6,6th - 2015,ELA,All Students
348,2015,6,6th - 2015,ELA,All Students
338,2015,6,6th - 2015,ELA,All Students
348,2015,6,6th - 2015,ELA,All Students
348,2015,6,6th - 2015,ELA,All Students
362,2015,6,6th - 2015,ELA,All Students
348,2015,6,6th - 2015,ELA,All Students
340,2015,6,6th - 2015,ELA,All Students
344,2015,6,6th - 2015,ELA,All Students
385,2015,6,6th - 2015,ELA,All Students
352,2015,6,6th - 2015,ELA,All Students
340,2015,6,6th - 2015,ELA,All Students
303,2016,7,7th - 2016,ELA,All Students
278,2016,7,7th - 2016,ELA,All Students
269,2016,7,7th - 2016,ELA,All Students
318,2016,7,7th - 2016,ELA,All Students
303,2016,7,7th - 2016,ELA,All Students
295,2016,7,7th - 2016,ELA,All Students
298,2016,7,7th - 2016,ELA,All Students
348,2016,7,7th - 2016,ELA,All Students
303,2016,7,7th - 2016,ELA,All Students
316,2016,7,7th - 2016,ELA,All Students
321,2016,7,7th - 2016,ELA,All Students
305,2016,7,7th - 2016,ELA,All Students
333,2016,7,7th - 2016,ELA,All Students
321,2016,7,7th - 2016,ELA,All Students
324,2016,7,7th - 2016,ELA,All Students
330,2016,7,7th - 2016,ELA,All Students
313,2016,7,7th - 2016,ELA,All Students
293,2016,7,7th - 2016,ELA,All Students
300,2016,7,7th - 2016,ELA,All Students
324,2016,7,7th - 2016,ELA,All Students
324,2016,7,7th - 2016,ELA,All Students
295,2016,7,7th - 2016,ELA,All Students
318,2016,7,7th - 2016,ELA,All Students
333,2016,7,7th - 2016,ELA,All Students
330,2016,7,7th - 2016,ELA,All Students
337,2016,7,7th - 2016,ELA,All Students
318,2016,7,7th - 2016,ELA,All Students
311,2016,7,7th - 2016,ELA,All Students
311,2016,7,7th - 2016,ELA,All Students
318,2016,7,7th - 2016,ELA,All Students
313,2016,7,7th - 2016,ELA,All Students
316,2016,7,7th - 2016,ELA,All Students
324,2016,7,7th - 2016,ELA,All Students
305,2016,7,7th - 2016,ELA,All Students
330,2016,7,7th - 2016,ELA,All Students
316,2016,7,7th - 2016,ELA,All Students
348,2016,7,7th - 2016,ELA,All Students
330,2016,7,7th - 2016,ELA,All Students
303,2016,7,7th - 2016,ELA,All Students
295,2016,7,7th - 2016,ELA,All Students
300,2016,7,7th - 2016,ELA,All Students
305,2016,7,7th - 2016,ELA,All Students
308,2016,7,7th - 2016,ELA,All Students
280,2016,7,7th - 2016,ELA,All Students
330,2016,7,7th - 2016,ELA,All Students
321,2016,7,7th - 2016,ELA,All Students
330,2016,7,7th - 2016,ELA,All Students
316,2016,7,7th - 2016,ELA,All Students
330,2016,7,7th - 2016,ELA,All Students
327,2016,7,7th - 2016,ELA,All Students
321,2016,7,7th - 2016,ELA,All Students
340,2016,7,7th - 2016,ELA,All Students
348,2016,7,7th - 2016,ELA,All Students
313,2016,7,7th - 2016,ELA,All Students
308,2016,7,7th - 2016,ELA,All Students
327,2016,7,7th - 2016,ELA,All Students
348,2016,7,7th - 2016,ELA,All Students
327,2016,7,7th - 2016,ELA,All Students
337,2016,7,7th - 2016,ELA,All Students
330,2016,7,7th - 2016,ELA,All Students
348,2016,7,7th - 2016,ELA,All Students
333,2016,7,7th - 2016,ELA,All Students
313,2016,7,7th - 2016,ELA,All Students
305,2016,7,7th - 2016,ELA,All Students
330,2016,7,7th - 2016,ELA,All Students
337,2016,7,7th - 2016,ELA,All Students
347,2016,7,7th - 2016,ELA,All Students
321,2016,7,7th - 2016,ELA,All Students
318,2016,7,7th - 2016,ELA,All Students
313,2016,7,7th - 2016,ELA,All Students
324,2016,7,7th - 2016,ELA,All Students
337,2016,7,7th - 2016,ELA,All Students
333,2016,7,7th - 2016,ELA,All Students
357,2016,7,7th - 2016,ELA,All Students
330,2016,7,7th - 2016,ELA,All Students
313,2016,7,7th - 2016,ELA,All Students
324,2016,7,7th - 2016,ELA,All Students
321,2016,7,7th - 2016,ELA,All Students
324,2016,7,7th - 2016,ELA,All Students
327,2016,7,7th - 2016,ELA,All Students
357,2016,7,7th - 2016,ELA,All Students
330,2016,7,7th - 2016,ELA,All Students
318,2016,7,7th - 2016,ELA,All Students
324,2016,7,7th - 2016,ELA,All Students
337,2016,7,7th - 2016,ELA,All Students
321,2016,7,7th - 2016,ELA,All Students
340,2016,7,7th - 2016,ELA,All Students
324,2016,7,7th - 2016,ELA,All Students
313,2016,7,7th - 2016,ELA,All Students
311,2016,7,7th - 2016,ELA,All Students
389,2016,7,7th - 2016,ELA,All Students
318,2016,7,7th - 2016,ELA,All Students
305,2016,7,7th - 2016,ELA,All Students
327,2016,7,7th - 2016,ELA,All Students
298,2016,7,7th - 2016,ELA,All Students
327,2016,7,7th - 2016,ELA,All Students
313,2016,7,7th - 2016,ELA,All Students
347,2016,7,7th - 2016,ELA,All Students
318,2016,7,7th - 2016,ELA,All Students
313,2016,7,7th - 2016,ELA,All Students
316,2016,7,7th - 2016,ELA,All Students
300,2016,7,7th - 2016,ELA,All Students
363,2016,7,7th - 2016,ELA,All Students
337,2016,7,7th - 2016,ELA,All Students
316,2016,7,7th - 2016,ELA,All Students
321,2016,7,7th - 2016,ELA,All Students
333,2016,7,7th - 2016,ELA,All Students
330,2016,7,7th - 2016,ELA,All Students
340,2016,7,7th - 2016,ELA,All Students
313,2016,7,7th - 2016,ELA,All Students
327,2016,7,7th - 2016,ELA,All Students
324,2016,7,7th - 2016,ELA,All Students
324,2016,7,7th - 2016,ELA,All Students
378,2016,7,7th - 2016,ELA,All Students
313,2016,7,7th - 2016,ELA,All Students
321,2016,7,7th - 2016,ELA,All Students
318,2016,7,7th - 2016,ELA,All Students
357,2016,7,7th - 2016,ELA,All Students
347,2016,7,7th - 2016,ELA,All Students
333,2016,7,7th - 2016,ELA,All Students
352,2016,7,7th - 2016,ELA,All Students
370,2016,7,7th - 2016,ELA,All Students
311,2016,7,7th - 2016,ELA,All Students
337,2016,7,7th - 2016,ELA,All Students
347,2016,7,7th - 2016,ELA,All Students
313,2016,7,7th - 2016,ELA,All Students
348,2016,7,7th - 2016,ELA,All Students
327,2016,7,7th - 2016,ELA,All Students
321,2016,7,7th - 2016,ELA,All Students
352,2016,7,7th - 2016,ELA,All Students
340,2016,7,7th - 2016,ELA,All Students
337,2016,7,7th - 2016,ELA,All Students
340,2016,7,7th - 2016,ELA,All Students
321,2016,7,7th - 2016,ELA,All Students
340,2016,7,7th - 2016,ELA,All Students
305,2016,7,7th - 2016,ELA,All Students
330,2016,7,7th - 2016,ELA,All Students
330,2016,7,7th - 2016,ELA,All Students
333,2016,7,7th - 2016,ELA,All Students
321,2016,7,7th - 2016,ELA,All Students
337,2016,7,7th - 2016,ELA,All Students
347,2016,7,7th - 2016,ELA,All Students
348,2016,7,7th - 2016,ELA,All Students
363,2016,7,7th - 2016,ELA,All Students
333,2016,7,7th - 2016,ELA,All Students
311,2016,7,7th - 2016,ELA,All Students
333,2016,7,7th - 2016,ELA,All Students
337,2016,7,7th - 2016,ELA,All Students
300,2016,7,7th - 2016,ELA,All Students
308,2016,7,7th - 2016,ELA,All Students
330,2016,7,7th - 2016,ELA,All Students
330,2016,7,7th - 2016,ELA,All Students
352,2016,7,7th - 2016,ELA,All Students
313,2016,7,7th - 2016,ELA,All Students
330,2016,7,7th - 2016,ELA,All Students
333,2016,7,7th - 2016,ELA,All Students
327,2016,7,7th - 2016,ELA,All Students
370,2016,7,7th - 2016,ELA,All Students
340,2016,7,7th - 2016,ELA,All Students
347,2016,7,7th - 2016,ELA,All Students
337,2016,7,7th - 2016,ELA,All Students
300,2016,7,7th - 2016,ELA,All Students
330,2016,7,7th - 2016,ELA,All Students
333,2016,7,7th - 2016,ELA,All Students
321,2016,7,7th - 2016,ELA,All Students
330,2016,7,7th - 2016,ELA,All Students
347,2016,7,7th - 2016,ELA,All Students
327,2016,7,7th - 2016,ELA,All Students
324,2016,7,7th - 2016,ELA,All Students
347,2016,7,7th - 2016,ELA,All Students
352,2016,7,7th - 2016,ELA,All Students
347,2016,7,7th - 2016,ELA,All Students
333,2016,7,7th - 2016,ELA,All Students
330,2016,7,7th - 2016,ELA,All Students
352,2016,7,7th - 2016,ELA,All Students
340,2016,7,7th - 2016,ELA,All Students
340,2016,7,7th - 2016,ELA,All Students
324,2016,7,7th - 2016,ELA,All Students
337,2016,7,7th - 2016,ELA,All Students
327,2016,7,7th - 2016,ELA,All Students
321,2016,7,7th - 2016,ELA,All Students
333,2016,7,7th - 2016,ELA,All Students
324,2016,7,7th - 2016,ELA,All Students
370,2016,7,7th - 2016,ELA,All Students
357,2016,7,7th - 2016,ELA,All Students
330,2016,7,7th - 2016,ELA,All Students
324,2016,7,7th - 2016,ELA,All Students
348,2016,7,7th - 2016,ELA,All Students
333,2016,7,7th - 2016,ELA,All Students
340,2016,7,7th - 2016,ELA,All Students
316,2016,7,7th - 2016,ELA,All Students
340,2016,7,7th - 2016,ELA,All Students
348,2016,7,7th - 2016,ELA,All Students
352,2016,7,7th - 2016,ELA,All Students
327,2016,7,7th - 2016,ELA,All Students
333,2016,7,7th - 2016,ELA,All Students
337,2016,7,7th - 2016,ELA,All Students
347,2016,7,7th - 2016,ELA,All Students
352,2016,7,7th - 2016,ELA,All Students
347,2016,7,7th - 2016,ELA,All Students
333,2016,7,7th - 2016,ELA,All Students
311,2016,7,7th - 2016,ELA,All Students
330,2016,7,7th - 2016,ELA,All Students
303,2016,7,7th - 2016,ELA,All Students
305,2016,7,7th - 2016,ELA,All Students
327,2016,7,7th - 2016,ELA,All Students
337,2016,7,7th - 2016,ELA,All Students
308,2016,7,7th - 2016,ELA,All Students
313,2016,7,7th - 2016,ELA,All Students
330,2016,7,7th - 2016,ELA,All Students
333,2016,7,7th - 2016,ELA,All Students
347,2016,7,7th - 2016,ELA,All Students
321,2016,7,7th - 2016,ELA,All Students
318,2016,7,7th - 2016,ELA,All Students
378,2016,7,7th - 2016,ELA,All Students
333,2016,7,7th - 2016,ELA,All Students
311,2016,7,7th - 2016,ELA,All Students
327,2016,7,7th - 2016,ELA,All Students
337,2016,7,7th - 2016,ELA,All Students
337,2016,7,7th - 2016,ELA,All Students
308,2016,7,7th - 2016,ELA,All Students
347,2016,7,7th - 2016,ELA,All Students
348,2016,7,7th - 2016,ELA,All Students
357,2016,7,7th - 2016,ELA,All Students
363,2016,7,7th - 2016,ELA,All Students
330,2016,7,7th - 2016,ELA,All Students
333,2016,7,7th - 2016,ELA,All Students
324,2016,7,7th - 2016,ELA,All Students
313,2016,7,7th - 2016,ELA,All Students
363,2016,7,7th - 2016,ELA,All Students
327,2016,7,7th - 2016,ELA,All Students
324,2016,7,7th - 2016,ELA,All Students
340,2016,7,7th - 2016,ELA,All Students
340,2016,7,7th - 2016,ELA,All Students
348,2016,7,7th - 2016,ELA,All Students
330,2016,7,7th - 2016,ELA,All Students
352,2016,7,7th - 2016,ELA,All Students
363,2016,7,7th - 2016,ELA,All Students
330,2016,7,7th - 2016,ELA,All Students
340,2016,7,7th - 2016,ELA,All Students
357,2016,7,7th - 2016,ELA,All Students
340,2016,7,7th - 2016,ELA,All Students
340,2016,7,7th - 2016,ELA,All Students
348,2016,7,7th - 2016,ELA,All Students
333,2016,7,7th - 2016,ELA,All Students
337,2016,7,7th - 2016,ELA,All Students
340,2016,7,7th - 2016,ELA,All Students
321,2016,7,7th - 2016,ELA,All Students
327,2016,7,7th - 2016,ELA,All Students
347,2016,7,7th - 2016,ELA,All Students
340,2016,7,7th - 2016,ELA,All Students
340,2016,7,7th - 2016,ELA,All Students
308,2016,7,7th - 2016,ELA,All Students
321,2016,7,7th - 2016,ELA,All Students
337,2016,7,7th - 2016,ELA,All Students
337,2016,7,7th - 2016,ELA,All Students
324,2016,7,7th - 2016,ELA,All Students
340,2016,7,7th - 2016,ELA,All Students
340,2016,7,7th - 2016,ELA,All Students
347,2016,7,7th - 2016,ELA,All Students
333,2016,7,7th - 2016,ELA,All Students
357,2016,7,7th - 2016,ELA,All Students
340,2016,7,7th - 2016,ELA,All Students
347,2016,7,7th - 2016,ELA,All Students
352,2016,7,7th - 2016,ELA,All Students
318,2016,7,7th - 2016,ELA,All Students
318,2016,7,7th - 2016,ELA,All Students
347,2016,7,7th - 2016,ELA,All Students
324,2016,7,7th - 2016,ELA,All Students
318,2016,7,7th - 2016,ELA,All Students
378,2016,7,7th - 2016,ELA,All Students
330,2016,7,7th - 2016,ELA,All Students
340,2016,7,7th - 2016,ELA,All Students
316,2016,7,7th - 2016,ELA,All Students
337,2016,7,7th - 2016,ELA,All Students
308,2016,7,7th - 2016,ELA,All Students
363,2016,7,7th - 2016,ELA,All Students
324,2016,7,7th - 2016,ELA,All Students
370,2016,7,7th - 2016,ELA,All Students
333,2016,7,7th - 2016,ELA,All Students
347,2016,7,7th - 2016,ELA,All Students
352,2016,7,7th - 2016,ELA,All Students
340,2016,7,7th - 2016,ELA,All Students
347,2016,7,7th - 2016,ELA,All Students
340,2016,7,7th - 2016,ELA,All Students
348,2016,7,7th - 2016,ELA,All Students
347,2016,7,7th - 2016,ELA,All Students
324,2016,7,7th - 2016,ELA,All Students
313,2016,7,7th - 2016,ELA,All Students
347,2016,7,7th - 2016,ELA,All Students
333,2016,7,7th - 2016,ELA,All Students
348,2016,7,7th - 2016,ELA,All Students
348,2016,7,7th - 2016,ELA,All Students
330,2016,7,7th - 2016,ELA,All Students
333,2016,7,7th - 2016,ELA,All Students
333,2016,7,7th - 2016,ELA,All Students
348,2016,7,7th - 2016,ELA,All Students
340,2016,7,7th - 2016,ELA,All Students
330,2016,7,7th - 2016,ELA,All Students
370,2016,7,7th - 2016,ELA,All Students
357,2016,7,7th - 2016,ELA,All Students
340,2016,7,7th - 2016,ELA,All Students
327,2016,7,7th - 2016,ELA,All Students
352,2016,7,7th - 2016,ELA,All Students
316,2016,7,7th - 2016,ELA,All Students
321,2016,7,7th - 2016,ELA,All Students
347,2016,7,7th - 2016,ELA,All Students
337,2016,7,7th - 2016,ELA,All Students
348,2016,7,7th - 2016,ELA,All Students
370,2016,7,7th - 2016,ELA,All Students
316,2016,7,7th - 2016,ELA,All Students
337,2016,7,7th - 2016,ELA,All Students
324,2016,7,7th - 2016,ELA,All Students
327,2016,7,7th - 2016,ELA,All Students
348,2016,7,7th - 2016,ELA,All Students
347,2016,7,7th - 2016,ELA,All Students
378,2016,7,7th - 2016,ELA,All Students
337,2016,7,7th - 2016,ELA,All Students
333,2016,7,7th - 2016,ELA,All Students
330,2016,7,7th - 2016,ELA,All Students
330,2016,7,7th - 2016,ELA,All Students
348,2016,7,7th - 2016,ELA,All Students
333,2016,7,7th - 2016,ELA,All Students
340,2016,7,7th - 2016,ELA,All Students
363,2016,7,7th - 2016,ELA,All Students
389,2016,7,7th - 2016,ELA,All Students
347,2016,7,7th - 2016,ELA,All Students
338,2017,8,8th - 2017,ELA,All Students
326,2017,8,8th - 2017,ELA,All Students
354,2017,8,8th - 2017,ELA,All Students
354,2017,8,8th - 2017,ELA,All Students
354,2017,8,8th - 2017,ELA,All Students
326,2017,8,8th - 2017,ELA,All Students
323,2017,8,8th - 2017,ELA,All Students
354,2017,8,8th - 2017,ELA,All Students
354,2017,8,8th - 2017,ELA,All Students
386,2017,8,8th - 2017,ELA,All Students
347,2017,8,8th - 2017,ELA,All Students
338,2017,8,8th - 2017,ELA,All Students
338,2017,8,8th - 2017,ELA,All Students
334,2017,8,8th - 2017,ELA,All Students
326,2017,8,8th - 2017,ELA,All Students
338,2017,8,8th - 2017,ELA,All Students
354,2017,8,8th - 2017,ELA,All Students
361,2017,8,8th - 2017,ELA,All Students
338,2017,8,8th - 2017,ELA,All Students
386,2017,8,8th - 2017,ELA,All Students
334,2017,8,8th - 2017,ELA,All Students
347,2017,8,8th - 2017,ELA,All Students
386,2017,8,8th - 2017,ELA,All Students
394,2017,8,8th - 2017,ELA,All Students
330,2017,8,8th - 2017,ELA,All Students
354,2017,8,8th - 2017,ELA,All Students
354,2017,8,8th - 2017,ELA,All Students
347,2017,8,8th - 2017,ELA,All Students
343,2017,8,8th - 2017,ELA,All Students
354,2017,8,8th - 2017,ELA,All Students
347,2017,8,8th - 2017,ELA,All Students
343,2017,8,8th - 2017,ELA,All Students
361,2017,8,8th - 2017,ELA,All Students
394,2017,8,8th - 2017,ELA,All Students
371,2017,8,8th - 2017,ELA,All Students
354,2017,8,8th - 2017,ELA,All Students
330,2017,8,8th - 2017,ELA,All Students
347,2017,8,8th - 2017,ELA,All Students
338,2017,8,8th - 2017,ELA,All Students
343,2017,8,8th - 2017,ELA,All Students
334,2017,8,8th - 2017,ELA,All Students
306,2017,8,8th - 2017,ELA,All Students
394,2017,8,8th - 2017,ELA,All Students
338,2017,8,8th - 2017,ELA,All Students
334,2017,8,8th - 2017,ELA,All Students
371,2017,8,8th - 2017,ELA,All Students
361,2017,8,8th - 2017,ELA,All Students
361,2017,8,8th - 2017,ELA,All Students
347,2017,8,8th - 2017,ELA,All Students
354,2017,8,8th - 2017,ELA,All Students
347,2017,8,8th - 2017,ELA,All Students
343,2017,8,8th - 2017,ELA,All Students
338,2017,8,8th - 2017,ELA,All Students
343,2017,8,8th - 2017,ELA,All Students
330,2017,8,8th - 2017,ELA,All Students
326,2017,8,8th - 2017,ELA,All Students
371,2017,8,8th - 2017,ELA,All Students
338,2017,8,8th - 2017,ELA,All Students
338,2017,8,8th - 2017,ELA,All Students
334,2017,8,8th - 2017,ELA,All Students
338,2017,8,8th - 2017,ELA,All Students
371,2017,8,8th - 2017,ELA,All Students
326,2017,8,8th - 2017,ELA,All Students
354,2017,8,8th - 2017,ELA,All Students
334,2017,8,8th - 2017,ELA,All Students
343,2017,8,8th - 2017,ELA,All Students
371,2017,8,8th - 2017,ELA,All Students
354,2017,8,8th - 2017,ELA,All Students
343,2017,8,8th - 2017,ELA,All Students
338,2017,8,8th - 2017,ELA,All Students
347,2017,8,8th - 2017,ELA,All Students
326,2017,8,8th - 2017,ELA,All Students
354,2017,8,8th - 2017,ELA,All Students
334,2017,8,8th - 2017,ELA,All Students
338,2017,8,8th - 2017,ELA,All Students
354,2017,8,8th - 2017,ELA,All Students
347,2017,8,8th - 2017,ELA,All Students
320,2017,8,8th - 2017,ELA,All Students
338,2017,8,8th - 2017,ELA,All Students
338,2017,8,8th - 2017,ELA,All Students
347,2017,8,8th - 2017,ELA,All Students
347,2017,8,8th - 2017,ELA,All Students
361,2017,8,8th - 2017,ELA,All Students
326,2017,8,8th - 2017,ELA,All Students
347,2017,8,8th - 2017,ELA,All Students
361,2017,8,8th - 2017,ELA,All Students
361,2017,8,8th - 2017,ELA,All Students
343,2017,8,8th - 2017,ELA,All Students
317,2017,8,8th - 2017,ELA,All Students
347,2017,8,8th - 2017,ELA,All Students
347,2017,8,8th - 2017,ELA,All Students
347,2017,8,8th - 2017,ELA,All Students
347,2017,8,8th - 2017,ELA,All Students
354,2017,8,8th - 2017,ELA,All Students
338,2017,8,8th - 2017,ELA,All Students
343,2017,8,8th - 2017,ELA,All Students
347,2017,8,8th - 2017,ELA,All Students
354,2017,8,8th - 2017,ELA,All Students
330,2017,8,8th - 2017,ELA,All Students
354,2017,8,8th - 2017,ELA,All Students
347,2017,8,8th - 2017,ELA,All Students
343,2017,8,8th - 2017,ELA,All Students
347,2017,8,8th - 2017,ELA,All Students
371,2017,8,8th - 2017,ELA,All Students
371,2017,8,8th - 2017,ELA,All Students
316,2017,8,8th - 2017,ELA,All Students
371,2017,8,8th - 2017,ELA,All Students
320,2017,8,8th - 2017,ELA,All Students
330,2017,8,8th - 2017,ELA,All Students
343,2017,8,8th - 2017,ELA,All Students
323,2017,8,8th - 2017,ELA,All Students
334,2017,8,8th - 2017,ELA,All Students
326,2017,8,8th - 2017,ELA,All Students
343,2017,8,8th - 2017,ELA,All Students
361,2017,8,8th - 2017,ELA,All Students
343,2017,8,8th - 2017,ELA,All Students
326,2017,8,8th - 2017,ELA,All Students
334,2017,8,8th - 2017,ELA,All Students
347,2017,8,8th - 2017,ELA,All Students
343,2017,8,8th - 2017,ELA,All Students
334,2017,8,8th - 2017,ELA,All Students
323,2017,8,8th - 2017,ELA,All Students
361,2017,8,8th - 2017,ELA,All Students
343,2017,8,8th - 2017,ELA,All Students
326,2017,8,8th - 2017,ELA,All Students
354,2017,8,8th - 2017,ELA,All Students
343,2017,8,8th - 2017,ELA,All Students
371,2017,8,8th - 2017,ELA,All Students
347,2017,8,8th - 2017,ELA,All Students
347,2017,8,8th - 2017,ELA,All Students
347,2017,8,8th - 2017,ELA,All Students
320,2017,8,8th - 2017,ELA,All Students
343,2017,8,8th - 2017,ELA,All Students
316,2017,8,8th - 2017,ELA,All Students
343,2017,8,8th - 2017,ELA,All Students
330,2017,8,8th - 2017,ELA,All Students
354,2017,8,8th - 2017,ELA,All Students
343,2017,8,8th - 2017,ELA,All Students
309,2017,8,8th - 2017,ELA,All Students
323,2017,8,8th - 2017,ELA,All Students
317,2017,8,8th - 2017,ELA,All Students
334,2017,8,8th - 2017,ELA,All Students
320,2017,8,8th - 2017,ELA,All Students
343,2017,8,8th - 2017,ELA,All Students
323,2017,8,8th - 2017,ELA,All Students
323,2017,8,8th - 2017,ELA,All Students
323,2017,8,8th - 2017,ELA,All Students
320,2017,8,8th - 2017,ELA,All Students
334,2017,8,8th - 2017,ELA,All Students
309,2017,8,8th - 2017,ELA,All Students
326,2017,8,8th - 2017,ELA,All Students
320,2017,8,8th - 2017,ELA,All Students
354,2017,8,8th - 2017,ELA,All Students
323,2017,8,8th - 2017,ELA,All Students
334,2017,8,8th - 2017,ELA,All Students
347,2017,8,8th - 2017,ELA,All Students
361,2017,8,8th - 2017,ELA,All Students
317,2017,8,8th - 2017,ELA,All Students
334,2017,8,8th - 2017,ELA,All Students
334,2017,8,8th - 2017,ELA,All Students
354,2017,8,8th - 2017,ELA,All Students
326,2017,8,8th - 2017,ELA,All Students
330,2017,8,8th - 2017,ELA,All Students
354,2017,8,8th - 2017,ELA,All Students
343,2017,8,8th - 2017,ELA,All Students
317,2017,8,8th - 2017,ELA,All Students
330,2017,8,8th - 2017,ELA,All Students
371,2017,8,8th - 2017,ELA,All Students
323,2017,8,8th - 2017,ELA,All Students
323,2017,8,8th - 2017,ELA,All Students
316,2017,8,8th - 2017,ELA,All Students
330,2017,8,8th - 2017,ELA,All Students
334,2017,8,8th - 2017,ELA,All Students
323,2017,8,8th - 2017,ELA,All Students
343,2017,8,8th - 2017,ELA,All Students
326,2017,8,8th - 2017,ELA,All Students
347,2017,8,8th - 2017,ELA,All Students
343,2017,8,8th - 2017,ELA,All Students
347,2017,8,8th - 2017,ELA,All Students
334,2017,8,8th - 2017,ELA,All Students
371,2017,8,8th - 2017,ELA,All Students
386,2017,8,8th - 2017,ELA,All Students
361,2017,8,8th - 2017,ELA,All Students
354,2017,8,8th - 2017,ELA,All Students
334,2017,8,8th - 2017,ELA,All Students
330,2017,8,8th - 2017,ELA,All Students
371,2017,8,8th - 2017,ELA,All Students
361,2017,8,8th - 2017,ELA,All Students
326,2017,8,8th - 2017,ELA,All Students
338,2017,8,8th - 2017,ELA,All Students
316,2017,8,8th - 2017,ELA,All Students
330,2017,8,8th - 2017,ELA,All Students
320,2017,8,8th - 2017,ELA,All Students
343,2017,8,8th - 2017,ELA,All Students
301,2017,8,8th - 2017,ELA,All Students
338,2017,8,8th - 2017,ELA,All Students
